age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
28,1,F,African-American,Female,0,2,1
32,1,F,African-American,Male,1,1,0
31,1,M,Other,Male,3,0,1
31,0,F,Other,Male,2,16,1
26,0,M,Other,Male,2,-1,1
23,1,F,African-American,Male,1,1,0
36,0,F,Other,Male,0,7,1
24,0,F,African-American,Female,1,0,1
27,1,F,African-American,Male,8,17,1
27,1,F,African-American,Male,25,40,0
54,0,F,African-American,Male,10,30,1
22,0,M,Other,Male,0,0,1
26,1,F,Other,Male,2,19,1
25,0,F,African-American,Male,2,0,1
29,0,M,Other,Male,0,-1,1
35,0,M,Other,Female,2,1,1
23,1,M,African-American,Male,3,9,1
48,1,F,African-American,Male,8,11,0
23,1,F,African-American,Male,3,6,1
27,1,F,African-American,Male,4,50,1
51,0,F,Other,Female,0,1,1
44,0,F,African-American,Male,7,24,1
32,1,M,Other,Male,2,0,1
24,0,F,African-American,Male,0,-1,1
23,1,F,African-American,Male,8,255,0
33,1,F,African-American,Male,18,1,0
22,0,M,Other,Male,0,0,1
50,1,F,Other,Male,5,3,1
37,0,M,African-American,Female,0,5,1
30,0,M,Other,Male,1,7,1
52,1,M,African-American,Male,0,1,1
25,1,F,African-American,Male,5,4,0
22,0,F,African-American,Male,0,1,1
31,1,M,African-American,Male,12,40,0
25,1,F,Other,Male,4,33,0
26,0,F,Other,Male,0,1,1
30,0,M,Other,Male,0,0,1
50,0,F,Other,Male,2,1,1
56,0,M,Other,Male,1,1,1
30,1,M,African-American,Female,7,0,1
21,1,F,Other,Male,0,0,0
27,0,F,African-American,Female,1,2,1
31,0,M,Other,Male,0,0,1
43,0,M,Other,Male,0,1,1
30,1,F,Other,Male,0,-1,1
34,1,M,Other,Male,3,1,1
25,1,F,African-American,Male,4,19,0
30,0,M,Other,Female,7,17,1
29,1,M,African-American,Male,0,1,0
44,1,F,African-American,Male,14,1,0
44,0,F,Other,Male,5,6,1
35,1,M,African-American,Male,0,1,0
44,1,M,Other,Female,1,6,1
24,1,F,African-American,Male,0,22,1
37,0,M,Other,Male,2,1,1
25,0,F,Other,Male,7,0,0
66,1,F,African-American,Male,33,13,1
34,1,F,African-American,Male,16,1,0
36,1,F,African-American,Female,3,0,1
23,1,M,African-American,Male,1,0,1
21,1,F,African-American,Male,1,11,1
30,1,F,African-American,Male,14,22,1
37,1,F,Other,Male,0,1,1
38,1,M,African-American,Male,8,9,1
30,0,F,Other,Male,0,6,1
48,0,F,Other,Male,1,0,1
29,1,M,African-American,Male,1,0,1
24,1,F,Other,Male,2,1,1
22,0,M,African-American,Female,3,1,0
21,0,F,African-American,Male,0,5,0
35,0,F,African-American,Male,5,0,1
33,1,M,African-American,Female,3,4,1
21,1,F,Other,Male,1,5,1
42,1,F,African-American,Male,17,32,0
43,1,M,Other,Male,2,4,1
53,0,M,Other,Male,1,1,1
27,1,F,Other,Female,0,2,1
28,1,F,African-American,Male,11,2,1
65,0,M,Other,Male,0,0,1
21,0,F,Other,Male,1,0,0
30,0,F,African-American,Female,2,2,1
25,1,M,African-American,Male,0,1,1
27,0,F,African-American,Male,0,2,1
20,0,F,Other,Male,1,0,1
22,1,M,African-American,Male,2,1,1
44,0,F,African-American,Male,7,1,1
24,0,F,Other,Male,6,1,0
27,1,M,Other,Female,0,0,1
33,1,F,Other,Male,3,1,1
21,1,F,Other,Male,0,-1,1
57,0,F,Other,Male,0,2,1
38,0,F,African-American,Male,15,0,1
23,1,M,African-American,Female,0,0,1
24,1,F,Other,Male,3,0,0
26,1,F,African-American,Male,4,0,0
46,0,F,Other,Male,0,0,1
24,1,F,African-American,Male,1,0,1
38,0,F,African-American,Male,0,5,0
21,1,F,African-American,Male,1,5,0
35,0,M,African-American,Male,0,0,1
40,0,F,Other,Male,5,0,1
48,0,F,African-American,Male,0,2,1
28,1,F,Other,Male,16,29,0
52,0,F,Other,Female,6,6,1
36,0,M,African-American,Male,1,1,0
70,0,M,Other,Male,0,0,1
54,1,M,African-American,Male,4,78,1
56,0,F,African-American,Male,5,12,1
43,1,F,African-American,Female,2,1,1
56,0,M,Other,Male,0,0,1
56,0,M,Other,Male,0,0,1
58,0,M,Other,Male,0,0,1
38,1,F,African-American,Male,0,0,1
34,0,F,African-American,Female,5,1,1
29,0,F,African-American,Male,0,1,0
26,1,F,African-American,Male,9,11,1
35,0,F,African-American,Male,2,1,1
57,1,F,African-American,Male,20,33,1
37,0,F,Other,Male,0,0,1
30,1,M,African-American,Male,3,5,1
22,1,M,African-American,Female,0,0,1
46,0,M,Other,Female,0,1,1
53,0,M,Other,Male,1,0,1
20,1,F,African-American,Male,2,0,0
31,1,F,African-American,Male,2,3,1
31,0,F,Other,Male,5,3,1
29,0,M,African-American,Male,2,1,1
41,1,F,African-American,Male,6,1,1
55,0,F,Other,Male,1,0,1
24,0,M,African-American,Male,1,1,1
25,1,F,Other,Male,5,35,0
24,1,F,African-American,Male,8,214,0
22,1,F,African-American,Male,0,5,0
30,1,F,African-American,Male,17,4,0
25,0,M,Other,Female,0,0,1
44,0,M,Other,Female,0,0,1
46,1,M,Other,Male,0,37,1
37,0,F,African-American,Female,3,28,1
26,1,F,Other,Male,10,1,1
21,1,F,African-American,Male,1,1,1
35,1,M,Other,Male,0,0,1
39,1,F,Other,Male,3,1,1
49,0,M,Other,Male,0,0,1
42,1,M,African-American,Male,1,6,1
30,0,F,Other,Male,0,10,1
26,1,M,African-American,Male,13,-1,0
25,1,F,Other,Male,5,1,1
47,1,F,African-American,Male,0,1,0
22,1,F,African-American,Male,2,6,0
80,0,M,Other,Male,0,0,1
39,0,F,Other,Male,0,3,1
55,1,M,African-American,Male,3,69,1
37,1,F,African-American,Male,23,17,0
38,0,M,Other,Male,3,1,1
56,0,F,Other,Male,4,7,1
30,0,F,Other,Male,0,0,1
21,1,M,African-American,Male,3,17,0
26,0,M,African-American,Male,2,28,1
29,0,F,Other,Male,5,258,1
25,0,F,African-American,Male,1,0,1
21,1,F,Other,Male,0,1,1
49,0,F,Other,Female,1,1,1
31,1,M,African-American,Male,6,48,1
43,0,F,Other,Male,3,0,1
21,0,F,African-American,Male,0,0,1
35,0,F,African-American,Female,1,1,1
47,0,F,African-American,Male,5,2,1
46,1,F,Other,Male,2,2,1
41,1,F,Other,Male,1,57,1
28,0,F,Other,Female,0,2,1
20,1,F,African-American,Female,0,2,1
35,1,F,African-American,Male,22,2,0
47,1,F,African-American,Female,19,30,0
25,1,F,African-American,Female,4,0,1
40,0,F,Other,Female,0,0,1
24,0,F,Other,Male,2,32,1
29,0,F,Other,Female,0,28,1
23,1,F,African-American,Male,2,1,1
20,0,F,African-American,Female,0,0,1
29,1,F,Other,Male,6,0,1
30,1,M,African-American,Male,9,1,1
31,1,F,Other,Male,1,17,0
50,0,F,African-American,Female,4,13,1
21,1,F,African-American,Male,3,-1,1
44,1,M,Other,Female,0,0,1
25,0,F,Other,Male,1,-1,1
24,1,F,Other,Male,8,0,1
31,0,F,Other,Male,1,1,1
30,0,F,African-American,Male,11,117,0
29,0,M,African-American,Female,1,1,1
42,0,F,African-American,Male,1,1,1
57,1,M,Other,Female,0,1,1
21,1,F,African-American,Male,0,7,0
64,1,F,African-American,Male,13,1,1
26,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,19,1,0
33,0,F,African-American,Male,4,1,0
54,0,F,Other,Male,2,97,1
39,0,M,Other,Male,2,0,1
50,0,M,Other,Male,2,0,1
20,1,F,African-American,Male,0,0,0
21,1,F,Other,Male,2,77,1
41,1,F,African-American,Male,10,176,0
20,1,F,African-American,Male,1,4,1
57,0,M,Other,Male,0,1,1
22,0,F,Other,Male,1,1,0
27,0,F,Other,Male,0,43,1
28,0,F,Other,Male,2,0,1
35,1,M,African-American,Male,3,0,1
29,0,F,Other,Female,1,1,1
22,0,M,African-American,Male,0,1,1
35,1,F,African-American,Male,4,353,0
23,1,F,Other,Male,0,0,1
43,1,M,Other,Male,3,2,1
44,0,M,Other,Male,2,-1,1
26,1,F,Other,Male,2,-1,1
27,1,M,Other,Male,0,4,1
54,0,F,Other,Male,0,6,1
26,1,F,African-American,Male,18,197,0
28,1,M,Other,Male,0,0,1
30,1,F,African-American,Male,6,2,1
50,0,F,Other,Male,3,11,1
23,0,M,African-American,Male,0,1,0
40,0,M,Other,Male,0,-1,1
37,1,M,African-American,Male,4,75,1
29,1,F,Other,Male,10,2,0
32,1,F,Other,Male,5,0,1
48,0,F,Other,Male,3,0,1
33,0,F,African-American,Male,0,0,1
42,0,F,Other,Male,3,0,1
22,1,F,African-American,Male,12,35,0
39,0,F,African-American,Male,3,1,1
26,1,F,Other,Male,4,2,1
30,0,F,African-American,Female,4,1,1
20,1,M,Other,Male,1,1,1
23,1,M,African-American,Male,0,0,0
39,0,M,Other,Male,0,18,1
26,1,M,African-American,Male,6,1,0
27,0,M,African-American,Male,1,2,1
26,1,F,Other,Male,0,2,1
28,1,M,African-American,Male,2,2,1
66,0,F,African-American,Male,3,2,1
27,1,F,African-American,Female,0,0,1
21,1,F,Other,Male,1,55,0
27,0,M,African-American,Female,1,0,1
22,1,F,Other,Male,1,0,1
35,1,F,African-American,Female,12,0,1
31,1,F,African-American,Female,2,176,1
24,1,F,African-American,Male,1,0,1
54,0,M,African-American,Male,0,1,1
55,1,F,African-American,Male,0,1,1
24,0,M,Other,Male,1,2,1
42,0,F,Other,Female,3,0,1
25,1,M,Other,Male,2,0,1
50,1,M,Other,Male,1,5,1
24,0,M,Other,Male,0,0,1
39,1,F,African-American,Male,13,1,0
36,0,M,African-American,Male,0,1,1
31,0,M,African-American,Male,5,0,0
69,1,F,Other,Male,6,1,1
33,1,F,Other,Male,11,1,1
43,0,F,Other,Male,2,0,1
40,0,F,Other,Male,9,0,0
33,1,M,Other,Male,0,23,1
36,0,F,African-American,Male,0,0,1
27,1,M,African-American,Male,13,1,0
26,0,F,Other,Male,1,0,1
21,0,M,Other,Male,1,0,1
62,0,M,Other,Female,0,0,1
32,1,F,African-American,Male,14,2,0
33,1,M,Other,Male,0,0,1
23,0,F,African-American,Male,0,0,1
27,0,F,African-American,Male,2,0,1
30,0,M,Other,Male,2,6,0
32,1,M,African-American,Male,12,1,0
23,1,F,African-American,Female,2,116,0
36,0,M,Other,Male,1,14,0
27,0,M,Other,Male,1,1,1
39,0,F,Other,Female,3,1,1
20,1,M,Other,Male,0,0,1
34,1,M,Other,Male,0,29,1
22,1,F,Other,Male,1,19,0
30,1,F,African-American,Female,3,12,1
28,0,F,Other,Female,0,2,1
28,0,F,Other,Male,1,1,1
25,0,F,African-American,Male,1,1,1
29,0,F,Other,Male,1,2,1
27,0,F,Other,Male,0,8,1
44,0,F,Other,Male,6,-1,1
33,1,M,African-American,Male,5,5,0
25,0,F,Other,Male,1,0,1
31,0,M,African-American,Female,1,0,1
33,0,M,Other,Male,0,0,1
34,1,M,Other,Male,1,-1,1
19,0,F,Other,Male,1,4,0
33,1,M,African-American,Male,16,33,0
40,0,M,Other,Male,4,1,1
33,1,F,African-American,Male,2,-1,0
33,1,F,African-American,Female,3,9,1
22,0,M,Other,Female,2,0,1
39,0,F,Other,Female,1,39,1
26,0,F,Other,Male,0,0,1
22,0,F,Other,Male,0,1,0
24,0,M,Other,Male,0,0,1
32,0,F,African-American,Male,0,1,1
28,0,M,African-American,Male,2,0,1
32,1,F,African-American,Male,0,5,1
23,0,M,African-American,Female,0,1,1
29,0,M,African-American,Male,4,0,1
60,0,F,Other,Female,0,13,1
36,1,F,Other,Female,7,7,1
32,0,F,African-American,Male,8,1,0
43,0,M,Other,Female,0,0,1
23,1,F,African-American,Female,1,1,1
33,1,F,African-American,Male,12,1,0
27,0,F,African-American,Male,1,-1,1
28,0,F,Other,Male,0,1,1
30,1,M,Other,Male,4,0,0
45,1,F,African-American,Male,15,0,1
24,1,F,Other,Male,1,21,1
36,1,F,Other,Male,0,0,1
31,1,F,Other,Male,6,1,1
31,0,M,African-American,Male,0,0,1
30,0,F,Other,Male,2,6,1
32,0,F,Other,Male,0,1,1
30,0,M,African-American,Female,1,2,1
26,0,F,Other,Male,2,0,1
26,0,F,African-American,Female,1,1,1
24,1,F,African-American,Male,2,19,0
37,0,F,African-American,Male,3,1,1
20,0,M,African-American,Female,0,0,1
37,0,M,Other,Male,0,1,1
23,0,M,Other,Female,2,0,1
28,1,F,African-American,Male,8,3,1
25,1,F,Other,Male,0,0,1
52,0,F,Other,Male,1,24,1
37,1,M,Other,Male,4,2,1
24,0,F,Other,Male,0,0,1
44,0,F,Other,Male,0,5,1
24,1,F,African-American,Male,8,0,0
23,0,M,African-American,Male,0,0,1
62,0,F,Other,Male,0,1,1
22,0,F,African-American,Male,0,0,1
52,0,F,African-American,Male,0,13,1
29,1,M,African-American,Male,3,1,1
30,0,F,African-American,Male,3,2,1
58,0,F,Other,Male,1,10,1
24,1,M,African-American,Male,1,0,1
27,1,F,Other,Male,1,14,1
55,0,F,Other,Male,7,0,0
24,1,F,African-American,Male,5,1,1
20,1,F,Other,Female,0,2,0
30,0,M,African-American,Female,0,0,1
28,0,F,African-American,Male,4,29,1
22,1,M,African-American,Male,1,1,1
37,1,M,Other,Female,0,1,1
34,0,M,Other,Male,3,5,1
23,0,M,African-American,Male,0,3,0
36,1,F,Other,Male,1,18,1
23,0,F,African-American,Male,6,0,1
44,0,M,Other,Male,0,1,1
24,1,F,African-American,Male,0,0,1
46,0,M,African-American,Male,0,1,1
32,1,M,African-American,Female,0,-1,1
56,0,F,African-American,Male,4,2,1
30,0,M,Other,Female,1,0,1
30,1,F,African-American,Male,7,602,0
43,1,F,African-American,Male,7,1,1
35,1,M,Other,Male,1,4,1
28,0,F,Other,Male,0,0,1
21,1,F,Other,Male,0,4,0
34,0,F,Other,Male,1,0,1
51,1,F,African-American,Male,19,2,0
21,1,M,African-American,Male,0,1,0
56,1,F,Other,Female,10,41,1
28,0,M,African-American,Male,5,27,1
29,0,F,Other,Male,2,3,1
43,0,F,Other,Male,4,47,1
37,0,M,Other,Male,2,1,1
63,0,M,African-American,Male,2,1,1
51,1,F,Other,Male,3,1,1
65,1,M,African-American,Male,2,5,1
57,1,F,Other,Male,14,19,1
25,0,F,African-American,Male,0,1,0
21,1,F,Other,Male,0,-1,1
32,0,F,African-American,Male,1,0,1
32,1,F,Other,Male,8,0,0
25,0,M,Other,Male,0,-1,1
30,0,F,Other,Male,0,0,1
47,1,F,African-American,Male,14,0,0
66,0,F,Other,Male,1,0,1
38,1,M,Other,Male,5,2,1
61,1,M,African-American,Male,20,30,1
35,0,F,Other,Male,2,0,1
20,0,F,African-American,Male,0,1,1
33,0,F,Other,Female,2,-1,1
47,0,M,African-American,Female,4,0,1
33,1,F,African-American,Male,7,78,1
34,1,F,African-American,Male,12,11,0
37,1,F,Other,Male,4,1,1
38,0,F,Other,Male,0,1,1
56,0,M,Other,Male,0,7,1
35,1,F,Other,Male,0,1,1
34,1,F,Other,Male,2,0,1
27,0,M,Other,Male,1,0,1
30,1,F,African-American,Male,7,0,0
60,0,F,African-American,Male,1,0,1
22,1,F,Other,Male,0,32,1
26,1,F,African-American,Male,3,33,0
27,0,M,Other,Male,3,0,1
31,0,F,Other,Male,0,0,1
29,0,F,Other,Male,1,0,1
24,0,F,Other,Male,0,1,1
29,1,F,African-American,Male,5,0,0
22,0,F,African-American,Female,2,2,0
61,0,M,Other,Male,0,2,1
34,0,F,African-American,Male,15,6,1
66,0,M,Other,Male,2,56,1
37,1,F,African-American,Male,2,0,1
22,1,F,Other,Male,0,2,1
27,1,F,African-American,Male,13,14,1
20,1,M,Other,Male,0,11,1
35,1,F,African-American,Female,0,1,1
40,0,F,Other,Female,4,2,1
37,1,M,Other,Male,4,82,1
30,1,M,African-American,Male,0,0,1
32,0,F,African-American,Male,5,9,1
46,0,F,Other,Male,0,1,1
33,1,F,Other,Male,0,0,0
24,0,M,Other,Male,4,0,0
30,0,M,African-American,Male,18,17,0
52,0,F,Other,Female,1,3,1
21,1,F,Other,Male,0,0,1
38,1,F,Other,Male,1,0,1
46,0,M,Other,Female,0,1,1
44,0,F,Other,Male,1,1,1
24,0,F,African-American,Male,1,141,1
23,0,F,African-American,Male,0,2,1
27,1,F,Other,Male,2,0,1
26,1,F,African-American,Male,14,-1,0
22,0,F,African-American,Male,0,0,0
26,1,F,Other,Female,4,0,1
23,1,F,Other,Male,0,0,0
53,0,M,Other,Female,1,0,1
20,1,M,African-American,Male,0,0,1
45,0,F,African-American,Female,1,2,1
20,0,F,African-American,Female,0,1,1
25,1,F,African-American,Male,4,0,0
51,1,M,African-American,Male,7,3,1
26,1,F,Other,Male,4,2,1
35,1,F,African-American,Male,7,1,1
44,0,F,African-American,Male,0,2,1
44,1,F,African-American,Male,0,0,1
31,0,M,African-American,Female,0,4,1
60,0,F,Other,Male,1,18,1
35,0,M,African-American,Female,0,0,1
35,1,F,African-American,Male,1,0,1
49,1,M,African-American,Female,14,122,1
54,0,F,African-American,Male,11,129,0
35,0,M,Other,Male,0,1,1
33,1,M,Other,Female,0,1,1
25,0,M,Other,Male,2,64,1
36,1,F,Other,Female,5,0,1
22,0,M,Other,Female,0,0,1
33,0,F,Other,Male,2,14,1
39,0,M,Other,Male,2,2,1
34,0,M,African-American,Male,3,1,0
37,1,F,Other,Male,11,1,0
31,0,M,Other,Male,1,0,1
53,0,M,Other,Female,0,0,1
28,0,F,African-American,Male,10,0,1
25,0,M,African-American,Female,3,1,0
30,1,F,Other,Male,1,1,1
33,0,M,Other,Female,7,0,1
30,1,F,Other,Male,1,33,0
50,0,F,Other,Male,8,11,1
23,1,F,African-American,Female,0,3,1
25,1,F,African-American,Male,6,4,1
43,1,M,African-American,Male,1,5,1
41,0,F,Other,Female,0,1,1
25,0,M,Other,Female,0,0,1
22,1,F,African-American,Male,1,0,1
53,0,F,African-American,Male,2,0,1
40,0,F,African-American,Male,20,1,1
42,0,M,African-American,Male,0,6,1
41,0,F,Other,Male,0,1,1
42,1,F,African-American,Male,7,1,1
23,1,F,African-American,Male,1,120,1
29,0,F,African-American,Male,4,1,1
25,0,F,Other,Male,1,1,1
25,0,F,African-American,Male,2,58,1
24,0,M,African-American,Male,3,6,1
50,1,M,Other,Male,3,25,1
24,1,M,African-American,Male,1,6,0
25,0,M,Other,Female,0,0,1
29,0,M,African-American,Male,0,1,1
25,0,F,African-American,Male,1,0,1
31,0,M,African-American,Male,2,2,1
31,0,M,Other,Male,1,1,1
32,1,F,Other,Female,2,32,0
47,1,M,African-American,Male,1,2,1
48,1,F,African-American,Female,0,9,1
25,0,M,Other,Male,2,1,1
40,0,M,Other,Female,0,0,1
28,0,F,African-American,Female,5,0,0
22,0,F,Other,Male,0,2,1
20,1,M,African-American,Male,1,0,1
24,0,F,Other,Female,0,36,0
34,1,M,African-American,Male,1,1,1
28,0,F,African-American,Male,12,1,1
22,1,F,African-American,Male,2,0,1
39,0,F,Other,Male,1,0,1
31,1,M,African-American,Male,4,1,1
35,1,F,African-American,Female,23,2,0
22,1,M,African-American,Female,2,34,0
29,0,F,African-American,Male,0,0,1
56,0,M,African-American,Male,3,14,1
33,0,F,African-American,Male,0,0,1
48,1,F,African-American,Male,2,1,1
59,0,M,Other,Male,3,2,1
34,1,F,Other,Male,1,0,1
24,0,M,African-American,Male,12,17,0
23,1,F,African-American,Male,2,1,1
32,1,F,Other,Male,4,0,0
29,0,F,African-American,Male,0,1,1
25,1,F,African-American,Male,21,117,0
70,0,M,African-American,Male,0,1,1
23,1,F,African-American,Male,4,143,0
29,1,F,African-American,Male,2,1,1
26,1,F,African-American,Female,4,0,0
41,0,M,African-American,Male,1,1,1
27,0,F,African-American,Male,3,0,1
35,1,M,African-American,Male,14,0,0
63,0,F,Other,Male,2,3,1
43,1,F,African-American,Male,8,348,1
50,0,F,Other,Male,1,1,1
44,0,F,African-American,Male,2,1,1
38,0,F,African-American,Male,15,1,0
29,0,M,Other,Male,1,11,0
22,1,F,African-American,Male,0,-1,1
22,0,F,African-American,Male,2,0,1
32,1,M,Other,Male,9,4,1
53,0,M,Other,Male,0,4,1
39,0,F,African-American,Male,4,40,1
33,0,M,Other,Male,0,0,1
22,0,F,Other,Male,0,1,1
46,0,M,Other,Female,0,0,1
29,0,M,African-American,Male,2,50,1
46,0,M,Other,Male,0,-1,1
42,0,M,Other,Male,0,0,1
31,1,F,Other,Male,9,116,0
37,0,M,Other,Male,1,1,1
44,0,F,Other,Male,3,0,1
23,0,F,Other,Female,0,11,1
50,0,F,Other,Male,1,9,1
32,0,F,Other,Male,0,7,1
54,0,F,African-American,Male,11,1,0
36,1,F,Other,Female,3,27,1
22,1,F,African-American,Male,0,0,0
24,1,F,Other,Male,5,18,1
26,0,M,African-American,Female,0,0,1
35,1,F,Other,Female,0,-1,1
43,0,F,Other,Male,2,1,1
45,1,F,Other,Female,0,0,0
22,1,F,Other,Male,2,11,0
40,0,M,Other,Male,0,0,1
35,0,M,Other,Male,3,1,1
22,0,F,Other,Male,0,-1,1
61,0,M,Other,Male,0,2,1
36,0,F,Other,Male,0,0,1
25,1,F,African-American,Male,2,1,1
40,0,F,African-American,Male,0,1,1
21,0,F,Other,Male,1,1,0
45,0,F,African-American,Male,7,1,1
37,0,F,Other,Male,0,0,1
22,1,F,Other,Male,5,4,0
30,0,M,African-American,Female,0,0,1
31,1,F,Other,Male,3,1,1
49,1,M,African-American,Male,1,0,1
53,0,M,Other,Male,1,1,1
29,0,F,African-American,Male,0,0,1
28,1,M,Other,Female,1,0,1
24,0,M,African-American,Male,7,1,0
39,0,F,African-American,Male,5,4,1
39,1,F,Other,Female,0,1,1
38,0,M,African-American,Male,1,3,1
42,0,F,African-American,Male,0,0,1
56,0,M,Other,Male,0,0,1
59,1,F,Other,Male,1,0,1
38,0,F,African-American,Male,0,1,1
28,0,F,African-American,Male,8,40,1
31,1,F,Other,Male,1,32,1
48,1,M,African-American,Male,11,56,1
52,0,M,Other,Male,2,1,1
44,1,F,African-American,Male,6,194,1
57,1,M,African-American,Male,16,12,1
25,1,M,African-American,Male,3,80,0
37,1,M,Other,Female,0,0,1
26,1,F,Other,Female,1,0,0
38,0,F,Other,Female,0,0,1
29,1,F,Other,Female,0,343,1
37,1,M,Other,Male,3,2,1
33,1,F,Other,Male,1,10,0
32,1,F,African-American,Male,1,19,1
39,0,M,Other,Male,0,0,1
39,0,F,Other,Male,0,1,1
34,0,F,African-American,Male,1,23,1
22,0,F,African-American,Male,0,1,1
43,1,F,Other,Male,0,0,0
46,0,M,African-American,Male,0,0,1
23,0,F,African-American,Female,1,0,1
29,0,F,African-American,Female,5,1,1
24,0,F,Other,Male,0,1,1
55,0,M,Other,Male,27,1,1
21,0,F,Other,Male,1,0,1
49,0,M,African-American,Male,4,35,1
28,0,F,African-American,Female,4,0,1
20,1,F,African-American,Male,0,-1,1
27,1,M,Other,Male,1,1,1
29,1,F,Other,Male,6,0,1
26,1,F,Other,Male,0,1,1
22,0,F,African-American,Male,0,0,0
23,1,F,African-American,Male,5,1,1
26,1,F,African-American,Male,6,2,1
26,1,M,African-American,Male,9,1,1
27,1,M,Other,Male,0,-1,1
49,0,M,Other,Male,1,4,1
30,1,F,Other,Male,1,-1,1
29,0,F,Other,Male,0,0,1
45,0,M,African-American,Male,1,2,1
58,1,F,African-American,Female,4,1,1
23,0,F,African-American,Male,0,0,1
25,1,F,African-American,Male,8,29,1
33,1,M,African-American,Male,0,1,0
23,0,F,Other,Male,4,2,0
37,0,F,Other,Male,0,126,1
20,1,F,African-American,Male,2,0,0
54,1,F,African-American,Male,4,1,1
69,0,M,Other,Male,0,0,1
26,0,F,Other,Male,0,2,1
36,1,M,Other,Male,9,1,1
28,0,F,African-American,Male,0,0,1
52,1,M,African-American,Male,3,31,1
35,0,M,African-American,Male,2,0,1
30,0,F,Other,Male,0,0,1
31,1,F,African-American,Male,7,54,1
54,0,M,Other,Male,2,39,1
30,0,F,Other,Female,1,0,1
44,0,F,African-American,Male,2,2,1
42,0,M,Other,Male,0,6,1
29,1,M,African-American,Male,0,1,1
20,1,M,Other,Male,0,0,1
23,0,M,Other,Female,0,0,1
43,0,M,African-American,Male,0,1,1
28,1,F,African-American,Male,9,1,0
27,1,F,African-American,Male,6,39,1
28,1,M,African-American,Male,5,1,1
41,1,F,Other,Male,1,1,1
31,0,M,Other,Female,0,4,0
28,1,M,Other,Male,1,-1,1
25,0,M,African-American,Male,0,1,1
25,1,M,African-American,Male,11,29,0
25,1,F,African-American,Male,7,127,0
43,1,F,Other,Male,11,76,1
32,0,F,African-American,Male,0,1,1
24,1,M,Other,Female,3,0,1
51,0,M,Other,Male,1,1,1
59,0,F,African-American,Male,3,8,1
22,0,F,Other,Male,0,1,1
23,0,F,African-American,Male,2,18,1
38,0,M,African-American,Female,0,1,1
38,1,F,African-American,Male,3,4,1
34,1,M,African-American,Male,5,3,1
59,1,M,Other,Male,0,0,1
39,1,F,Other,Male,17,181,1
60,0,F,African-American,Male,12,1,1
48,0,M,African-American,Male,0,1,1
33,0,F,Other,Male,10,117,0
24,0,F,African-American,Female,1,3,0
38,0,F,Other,Female,0,2,1
28,1,F,African-American,Male,11,1,0
41,0,F,African-American,Male,7,58,0
24,1,F,African-American,Male,2,1,1
28,1,F,Other,Female,1,1,1
31,0,F,Other,Male,0,-1,1
58,1,M,African-American,Male,12,3,1
27,0,M,Other,Male,0,0,1
28,1,F,African-American,Female,13,32,0
25,1,M,African-American,Male,1,1,1
31,0,F,African-American,Male,0,1,1
47,1,F,Other,Female,28,117,0
29,0,F,Other,Male,0,0,1
25,1,F,Other,Male,6,0,0
24,1,F,African-American,Male,6,45,0
31,1,F,Other,Male,17,1,0
24,1,M,African-American,Male,2,49,0
28,0,F,African-American,Male,1,15,1
22,0,F,African-American,Male,3,106,1
24,1,M,Other,Male,0,1,1
24,1,F,Other,Male,6,218,0
36,0,F,Other,Male,6,0,1
29,1,M,African-American,Male,1,1,1
72,0,F,Other,Male,7,-1,1
21,0,F,Other,Male,0,0,1
40,1,M,African-American,Male,8,0,1
56,0,F,African-American,Male,24,6,0
62,0,F,African-American,Male,8,15,1
46,0,F,Other,Female,1,0,1
39,1,M,African-American,Male,2,1,1
31,1,F,African-American,Male,15,91,1
32,1,F,African-American,Male,2,19,0
41,0,M,Other,Male,2,1,1
54,0,F,Other,Male,0,0,1
22,1,F,Other,Male,1,36,1
41,1,F,Other,Male,0,1,1
37,0,F,African-American,Male,11,1,1
26,0,M,African-American,Female,0,-1,1
20,1,F,Other,Male,0,1,1
53,0,F,Other,Male,1,11,1
31,0,F,African-American,Male,1,0,0
56,0,M,African-American,Male,0,0,1
36,0,F,Other,Male,1,0,1
23,1,M,Other,Male,6,5,1
27,0,F,African-American,Female,3,0,1
39,1,F,African-American,Female,3,0,1
40,0,F,African-American,Male,0,2,1
21,0,F,Other,Male,1,1,1
19,1,F,Other,Female,0,1,1
29,1,F,African-American,Male,7,1,1
24,1,F,African-American,Female,2,1,1
31,0,F,Other,Male,0,1,1
22,1,F,African-American,Female,4,2,0
60,1,M,Other,Male,1,1,1
25,0,M,Other,Male,0,0,0
50,1,F,Other,Male,5,1,1
34,0,M,African-American,Male,4,1,1
36,0,F,African-American,Female,4,0,1
31,0,F,Other,Male,1,0,1
26,0,F,African-American,Male,2,1,1
23,1,F,African-American,Male,0,1,1
29,1,M,Other,Male,4,0,1
26,1,F,African-American,Male,8,1,1
22,1,F,African-American,Male,1,0,1
28,0,M,African-American,Female,5,2,0
36,0,F,African-American,Male,0,0,1
21,1,F,African-American,Female,0,1,0
44,0,M,African-American,Male,2,5,1
21,1,F,African-American,Male,3,0,0
47,0,M,Other,Male,0,0,1
23,0,M,African-American,Female,0,1,1
29,1,F,African-American,Male,4,1,1
23,0,M,African-American,Female,1,-1,1
